project_id,category,contractor,starting_date,plan_end_date,actual_end_date,budget,actual_cost,delay_days,cost_overrun_saving,cost_overrun_saving_percentage
P0927,Commercial,UEM,2022-06-19,2023-12-09,2024-04-27,109756105,121794238,140,12038133,0.109680759899415
P0928,Infrastructure,WCT,2023-08-30,2023-12-07,2024-04-26,140242550,178640622,141,38398072,0.273797588535006
P0929,Infrastructure,Sunway,2023-07-20,2024-02-16,2024-02-16,17244003,17244003,0,0,0
P0930,Infrastructure,IJM,2022-10-04,2023-02-23,2023-02-23,61364032,55257696,0,-6106336,-0.0995100191591061
P0931,Infrastructure,UEM,2023-12-24,2025-10-06,2025-10-06,114613706,114982002,0,368296,0.00321336786719033
P0932,Industrial,WCT,2024-01-19,2025-01-29,2025-01-29,9197924,11429035,0,2231111,0.242566800943343
P0933,Commercial,Unknown,2024-06-09,2026-05-18,2026-05-18,122965527,122965527,0,0,0
P0934,Commercial,Unknown,2022-08-26,2024-02-11,2024-02-11,133582432,128710646,0,-4871786,-0.0364702598018278
P0935,Residential,Sunway,2024-01-17,2024-10-17,2024-10-17,10649843,12884590,0,2234747,0.209838492454771
P0936,Unknown,IJM,2022-03-15,2023-08-23,2023-11-03,113046424,113046424,72,0,0
P0937,Commercial,IJM,2023-01-22,2024-05-19,2024-05-19,8637853,9722497,0,1084644,0.125568703241419
P0938,Residential,UEM,2022-10-02,2023-05-26,2023-05-26,8623046,7789099,0,-833947,-0.0967114172880442
P0939,Unknown,WCT,2022-05-23,2023-12-25,2024-05-27,48793753,57668993,154,8875240,0.18189295666599
P0940,Commercial,Gamuda,2023-10-05,2025-07-12,2025-07-12,17017726,17017726,0,0,0
P0941,Residential,Unknown,2022-08-18,2022-12-10,2023-02-16,126444842,126444842,68,0,0
P0942,Residential,Gamuda,2022-06-23,2023-01-11,2023-01-11,80648943,89963401,0,9314458,0.115493863323168
P0943,Infrastructure,WCT,2023-09-12,2024-05-13,2024-07-07,147399812,147739226,55,339414,0.00230267593557039
P0944,Residential,Sunway,2022-12-23,2023-07-07,2023-09-24,104082881,104082881,79,0,0
P0945,Residential,Unknown,2024-03-07,2024-11-02,2024-11-02,109850775,129502832,0,19652057,0.178897754704052
P0946,Infrastructure,Unknown,2024-01-15,2025-01-24,2025-01-24,91718989,88385491,0,-3333498,-0.0363446875760918
P0947,Industrial,Unknown,2023-03-11,2024-10-13,2024-10-13,116290864,116290864,0,0,0
P0948,Unknown,UEM,2023-07-06,2025-04-02,2025-04-02,154094642,154094642,0,0,0
P0949,Commercial,IJM,2023-12-21,2024-06-17,2024-06-17,6910015,6910015,0,0,0
P0950,Commercial,UEM,2022-03-03,2023-05-24,2023-05-24,100284238,100284238,0,0,0
P0951,Industrial,SP Setia,2024-04-27,2025-03-12,2025-03-12,36470246,41809015,0,5338769,0.146386975289391
P0952,Commercial,SP Setia,2022-02-25,2022-09-11,2022-09-11,24802562,27478112,0,2675550,0.107873936571553
P0953,Industrial,Sunway,2022-05-25,2022-11-11,2022-11-11,8349456,9892426,0,1542970,0.184798865938092
P0954,Infrastructure,IJM,2024-02-06,2025-10-28,2026-01-22,115467224,115467224,86,0,0
P0955,Unknown,WCT,2022-06-09,2022-11-07,2022-11-07,46631821,46631821,0,0,0
P0956,Commercial,UEM,2023-08-09,2025-04-03,2025-04-03,118151059,118151059,0,0,0
P0957,Industrial,Unknown,2023-02-15,2023-07-12,2023-09-16,54309921,73664657,66,19354736,0.356375697913462
P0958,Residential,IJM,2022-11-17,2024-04-04,2024-04-04,19675811,22161387,0,2485576,0.126326482806732
P0959,Commercial,Gamuda,2022-03-21,2023-06-25,2023-06-25,12529309,11990124,0,-539185,-0.0430338975597138
P0960,Unknown,Gamuda,2024-02-14,2025-03-26,2025-03-26,59150388,53905427,0,-5244961,-0.0886716246054041
P0961,Industrial,UEM,2023-08-01,2025-03-08,2025-03-08,89444504,90161106,0,716602,0.00801169404438757
P0962,Unknown,Sunway,2022-11-19,2024-03-23,2024-03-23,31140201,37797319,0,6657118,0.213778902711643
P0963,Residential,UEM,2022-01-25,2023-12-17,2024-04-02,15041711,15365167,107,323456,0.0215039366199763
P0964,Industrial,Sunway,2022-08-09,2023-03-31,2023-03-31,143593439,159827915,0,16234476,0.113058619621193
P0966,Industrial,IJM,2023-09-18,2025-08-29,2025-08-29,138552767,125422067,0,-13130700,-0.0947703917021015
P0967,Residential,Sunway,2023-04-11,2024-05-26,2024-05-26,48344940,53265442,0,4920502,0.101779048645008
P0968,Unknown,Unknown,2023-12-29,2025-07-12,2025-09-26,73726536,85557814,76,11831278,0.160475164600165
P0969,Infrastructure,SP Setia,2022-02-10,2023-05-18,2023-08-09,157015002,157015002,83,0,0
P0970,Unknown,Gamuda,2023-01-18,2023-07-12,2023-07-12,125820725,125820725,0,0,0
P0971,Residential,UEM,2024-01-29,2025-01-03,2025-01-03,46570466,46570466,0,0,0
P0972,Residential,Sunway,2023-02-02,2024-08-18,2024-08-18,130058064,141410899,0,11352835,0.0872905120285352
P0973,Commercial,Unknown,2024-01-20,2024-08-07,2024-11-26,58951776,58951776,111,0,0
P0974,Unknown,Gamuda,2022-04-28,2023-05-08,2023-05-08,46806436,44509636,0,-2296800,-0.0490701748793692
P0975,Industrial,WCT,2023-09-08,2024-12-30,2024-12-30,120456702,117408821,0,-3047881,-0.0253027100144249
P0977,Commercial,SP Setia,2023-11-17,2024-11-06,2024-11-06,29814510,31304848,0,1490338,0.0499870029727136
P0979,Residential,Sunway,2022-03-21,2024-02-01,2024-02-01,91901300,91901300,0,0,0
P0980,Industrial,Sunway,2023-04-15,2023-12-12,2023-12-12,35496113,40319355,0,4823242,0.135880849827135
P0981,Unknown,Sunway,2023-10-12,2025-04-14,2025-04-14,36174337,36174337,0,0,0
P0982,Infrastructure,SP Setia,2023-09-08,2024-12-27,2024-12-27,61307847,76028509,0,14720662,0.240110568554136
P0983,Industrial,SP Setia,2022-01-17,2023-02-20,2023-02-20,43378389,43378389,0,0,0
P0984,Commercial,Sunway,2022-12-27,2024-10-02,2024-10-02,95147771,91487895,0,-3659876,-0.0384651785484286
P0985,Residential,IJM,2023-07-10,2024-12-27,2024-12-27,122438812,140282116,0,17843304,0.145732416939818
P0986,Industrial,Gamuda,2023-10-28,2024-02-11,2024-07-27,32830127,44268268,167,11438141,0.348403799960932
P0987,Industrial,IJM,2023-11-15,2024-12-05,2024-12-05,64828725,70861411,0,6032686,0.0930557557625883
P0988,Infrastructure,WCT,2022-12-26,2024-07-13,2024-11-05,7041487,9748894,115,2707407,0.38449364459524
P0989,Infrastructure,Sunway,2022-11-11,2024-04-08,2024-04-08,116281706,105721744,0,-10559962,-0.0908136143100618
P0990,Commercial,Unknown,2023-08-09,2025-01-20,2025-01-20,123873239,123873239,0,0,0
P0991,Unknown,IJM,2024-01-16,2024-10-09,2024-10-09,143855508,143855508,0,0,0
P0992,Industrial,Gamuda,2023-10-09,2025-08-19,2025-08-19,47695508,46327453,0,-1368055,-0.0286830994650482
P0993,Industrial,SP Setia,2023-10-06,2025-09-02,2025-09-02,26145332,26145332,0,0,0
P0995,Commercial,WCT,2022-10-09,2023-04-01,2023-04-01,32761388,40116963,0,7355575,0.224519638789419
P0996,Residential,Unknown,2022-09-26,2023-06-27,2023-06-27,167885445,167885445,0,0,0
P0998,Residential,SP Setia,2023-10-11,2025-04-14,2025-04-14,85196430,82004714,0,-3191716,-0.0374630251525798
P0999,Unknown,Gamuda,2022-12-22,2024-07-29,2024-07-29,6346084,7358880,0,1012796,0.159593853469321
P1000,Infrastructure,Sunway,2023-07-03,2023-10-24,2023-10-24,45895072,47166903,0,1271831,0.0277117116190601
P1001,Industrial,Unknown,2022-08-14,2023-02-05,2023-02-05,78461786,96792834,0,18331048,0.233630266840982
P1002,Industrial,IJM,2023-03-23,2024-11-26,2024-11-26,72133869,72133869,0,0,0
P1003,Unknown,WCT,2023-08-21,2025-07-12,2025-07-12,64514885,64514885,0,0,0
P1004,Industrial,Sunway,2024-04-15,2025-06-05,2025-06-05,107823087,118443630,0,10620543,0.0984997118474265
P1005,Industrial,Gamuda,2022-02-04,2023-10-10,2023-10-10,115007069,115007069,0,0,0
P1006,Infrastructure,Sunway,2022-04-28,2023-01-27,2023-04-29,54906148,54906148,92,0,0
P1007,Unknown,SP Setia,2024-03-09,2025-04-24,2025-04-24,104178455,104178455,0,0,0
P1008,Unknown,IJM,2022-08-27,2024-06-22,2024-07-18,81132121,90503971,26,9371850,0.115513435178158
P1009,Residential,WCT,2023-08-11,2025-01-13,2025-01-13,83419223,83419223,0,0,0
P1010,Infrastructure,Gamuda,2023-03-08,2023-10-06,2023-11-16,50939971,58923994,41,7984023,0.156733952596871
P1011,Infrastructure,Gamuda,2023-10-22,2025-08-31,2025-09-11,81333868,101226225,11,19892357,0.244576552045945
P1012,Unknown,SP Setia,2022-03-13,2023-10-05,2023-11-08,85798609,102059291,34,16260682,0.189521510774143
P1013,Infrastructure,IJM,2023-05-21,2025-05-07,2025-05-29,85112900,85112900,22,0,0
P1015,Residential,Gamuda,2022-04-01,2023-01-11,2023-01-11,6326435,7615795,0,1289360,0.203805144603556
P1016,Residential,Sunway,2022-11-08,2023-04-23,2023-04-23,102570180,102570180,0,0,0
P1017,Industrial,WCT,2022-11-23,2023-07-22,2023-12-28,160830560,160830560,159,0,0
P1018,Commercial,IJM,2022-11-26,2024-07-02,2024-07-02,75816502,87111908,0,11295406,0.148983475919266
P1019,Industrial,IJM,2022-03-18,2023-11-04,2023-11-04,8524048,9068330,0,544282,0.0638525264052948
P1020,Commercial,IJM,2022-12-15,2023-10-14,2023-10-14,166711475,166711475,0,0,0
P1021,Residential,WCT,2022-05-14,2023-03-24,2023-07-05,126448761,157099082,103,30650321,0.242393209372767
P1022,Commercial,Gamuda,2023-03-10,2023-11-23,2023-11-23,32397691,32397691,0,0,0
P1023,Unknown,IJM,2023-04-17,2024-01-23,2024-01-23,132839814,140600889,0,7761075,0.0584243139635832
P1024,Infrastructure,SP Setia,2022-12-29,2024-06-12,2024-06-12,120225246,120225246,0,0,0
P1025,Unknown,Unknown,2022-04-11,2022-08-29,2023-02-21,118437703,125316884,176,6879181,0.0580826951701351
P1026,Unknown,WCT,2023-06-16,2024-11-30,2024-11-30,71825461,70162911,0,-1662550,-0.0231470842909035
P1028,Unknown,WCT,2022-04-14,2023-02-23,2023-05-12,60218616,60218616,78,0,0
P1029,Commercial,Sunway,2024-01-22,2024-04-24,2024-04-24,140087499,140087499,0,0,0
P1030,Industrial,SP Setia,2022-11-19,2023-04-29,2023-04-29,89420418,89420418,0,0,0
P1031,Industrial,Gamuda,2022-01-22,2022-10-20,2022-10-20,50828672,60922300,0,10093628,0.198581383357802
P1032,Unknown,Sunway,2023-05-16,2024-04-23,2024-04-23,17126979,18814728,0,1687749,0.0985432982664368
P1033,Unknown,WCT,2024-02-13,2024-10-10,2024-10-10,86766049,88283333,0,1517284,0.0174870703171006
P1034,Unknown,Unknown,2023-11-11,2025-06-21,2025-06-21,128144970,128144970,0,0,0
P1035,Infrastructure,Unknown,2022-04-26,2023-04-27,2023-04-27,44701706,44701706,0,0,0
P1036,Infrastructure,Unknown,2022-02-01,2023-01-07,2023-06-13,101481053,102761930,157,1280877,0.0126218339496339
P1037,Infrastructure,UEM,2024-06-16,2026-03-07,2026-03-07,98642381,102278258,0,3635877,0.0368591771928133
P1038,Residential,Gamuda,2022-02-12,2023-12-27,2023-12-27,38007162,40259454,0,2252292,0.059259673216327
P1039,Infrastructure,Unknown,2023-05-26,2024-01-21,2024-01-21,145441717,145441717,0,0,0
P1040,Residential,Unknown,2022-10-23,2023-03-28,2023-03-28,126831628,126711905,0,-119723,-0.000943952245097729
P1041,Residential,WCT,2022-11-10,2023-02-13,2023-02-13,5172259,4904344,0,-267915,-0.0517984501549516
P1042,Industrial,Unknown,2022-05-27,2023-03-14,2023-03-14,26667557,24300753,0,-2366804,-0.0887521867863637
P1043,Commercial,WCT,2023-02-13,2023-08-22,2023-08-22,88412507,93057319,0,4644812,0.0525356893227787
P1045,Industrial,SP Setia,2023-01-20,2024-07-10,2024-07-10,146350433,146350433,0,0,0
P1046,Commercial,WCT,2023-03-14,2024-10-01,2025-01-26,128824976,146293300,117,17468324,0.135597339447593
P1047,Residential,Unknown,2024-03-16,2025-02-17,2025-02-17,105156262,114635504,0,9479242,0.0901443415704525
P1048,Residential,SP Setia,2022-05-09,2023-09-23,2023-10-04,144051788,133703697,11,-10348091,-0.0718359080693952
P1049,Commercial,Sunway,2023-09-01,2024-03-08,2024-03-08,134243054,161428607,0,27185553,0.202509941408216
P1050,Unknown,UEM,2023-07-30,2025-03-18,2025-03-18,46957395,46957395,0,0,0
P1051,Residential,Unknown,2022-04-28,2022-10-03,2022-10-03,36984644,36984644,0,0,0
P1052,Unknown,Unknown,2023-02-05,2023-07-01,2023-07-01,113597533,109555207,0,-4042326,-0.0355846284091398
P1053,Commercial,UEM,2024-05-29,2024-12-31,2024-12-31,10813742,10813742,0,0,0
P1054,Industrial,Unknown,2023-05-03,2024-12-04,2024-12-04,31848829,31848829,0,0,0
P1055,Residential,WCT,2023-12-16,2024-07-02,2024-11-07,126206114,126206114,128,0,0
P1056,Commercial,SP Setia,2022-02-04,2023-08-03,2023-08-03,42394004,48883374,0,6489370,0.15307282605342
P1057,Infrastructure,SP Setia,2023-05-28,2025-01-22,2025-01-22,145943552,145943552,0,0,0
P1058,Industrial,Sunway,2023-04-16,2023-12-05,2023-12-05,132202714,132202714,0,0,0
P1059,Unknown,Unknown,2023-08-13,2025-04-13,2025-04-13,74585454,75586899,0,1001445,0.0134268137591547
P1061,Unknown,WCT,2024-03-01,2025-01-27,2025-01-27,108101618,113184518,0,5082900,0.0470196477540234
P1062,Residential,Unknown,2022-04-28,2022-09-03,2022-10-01,105481326,129866725,28,24385399,0.231182143083791
P1063,Commercial,UEM,2023-01-22,2023-09-05,2023-09-05,58615803,58615803,0,0,0
P1064,Commercial,Gamuda,2024-01-30,2024-10-11,2024-10-11,56619015,56619015,0,0,0
P1065,Unknown,Unknown,2024-04-09,2024-11-28,2024-11-28,114529012,137729372,0,23200360,0.202571903789758
P1066,Residential,Unknown,2022-07-14,2023-05-12,2023-10-15,139445974,174055524,156,34609550,0.248193253682605
P1067,Industrial,UEM,2023-03-14,2024-07-01,2024-07-01,25976569,28081616,0,2105047,0.0810363755121009
P1068,Infrastructure,IJM,2022-02-22,2024-01-28,2024-01-28,13584314,13584314,0,0,0
P1069,Industrial,Gamuda,2024-06-12,2025-02-18,2025-02-18,148458298,177944836,0,29486538,0.198618321759286
P1070,Commercial,SP Setia,2023-07-14,2024-02-02,2024-07-10,75612770,81711113,159,6098343,0.0806522892892299
P1071,Industrial,IJM,2024-02-23,2024-07-22,2024-07-22,93478787,105833658,0,12354871,0.132167643553184
P1072,Unknown,Unknown,2024-04-04,2026-01-31,2026-01-31,97837212,120581205,0,22743993,0.232467713818337
P1073,Industrial,WCT,2022-05-13,2023-05-15,2023-05-15,14248250,14248250,0,0,0
P1074,Residential,Unknown,2024-03-11,2025-01-28,2025-01-28,14295693,14295693,0,0,0
P1075,Residential,SP Setia,2022-02-23,2023-06-24,2023-06-24,131465084,131465084,0,0,0
P1076,Industrial,Gamuda,2022-12-27,2023-10-11,2024-01-16,20548454,20270468,97,-277986,-0.0135283170208328
P1077,Infrastructure,SP Setia,2024-04-01,2024-07-15,2024-07-15,25565291,26932894,0,1367603,0.053494521145877
P1078,Infrastructure,UEM,2023-09-09,2024-08-14,2024-08-14,111788630,105397866,0,-6390764,-0.0571682826777643
P1079,Unknown,WCT,2023-05-22,2024-08-19,2024-10-24,86260488,111632384,66,25371896,0.294131143797842
P1080,Infrastructure,IJM,2022-11-23,2024-08-28,2024-08-28,20348567,20348567,0,0,0
P1081,Residential,UEM,2022-07-28,2023-03-15,2023-03-15,86856493,84578192,0,-2278301,-0.0262306353999349
P1082,Unknown,Unknown,2023-12-17,2025-06-09,2025-12-02,35665701,44808515,176,9142814,0.256347519988462
P1083,Residential,UEM,2022-11-04,2023-04-29,2023-04-29,129887459,129887459,0,0,0
P1084,Residential,SP Setia,2022-07-30,2023-11-20,2024-01-16,147939716,151879763,57,3940047,0.0266327873713101
P1085,Residential,IJM,2024-04-28,2025-04-21,2025-04-21,14687967,14687967,0,0,0
P1086,Commercial,Unknown,2023-07-21,2024-11-19,2024-11-19,129420514,149057109,0,19636595,0.151727067008867
P1087,Unknown,WCT,2023-04-24,2024-03-22,2024-03-22,80349866,99058410,0,18708544,0.232838521473079
P1088,Residential,WCT,2022-12-12,2024-10-16,2024-10-16,78623761,78623761,0,0,0
P1089,Infrastructure,Unknown,2023-08-06,2024-09-27,2024-09-27,124133986,130833279,0,6699293,0.0539682420251936
P1090,Residential,Unknown,2023-10-16,2025-08-05,2025-10-09,20726246,20565543,65,-160703,-0.00775359898748669
P1091,Commercial,IJM,2022-07-04,2023-06-23,2023-06-23,137856472,154484493,0,16628021,0.120618355879585
P1092,Residential,WCT,2023-11-02,2024-03-10,2024-03-10,123194515,123194515,0,0,0
P1093,Residential,IJM,2022-09-21,2023-01-05,2023-01-05,17389009,17389009,0,0,0
P1094,Infrastructure,Sunway,2022-08-31,2023-06-25,2023-06-25,119169925,119169925,0,0,0
P1095,Infrastructure,Gamuda,2022-01-26,2023-03-26,2023-03-26,115243666,115243666,0,0,0
P1096,Infrastructure,SP Setia,2022-06-14,2023-09-24,2023-09-24,45282297,41158771,0,-4123526,-0.091062650819149
P1097,Commercial,Unknown,2022-08-09,2023-11-29,2023-11-29,45285366,56572168,0,11286802,0.249237292241383
P1098,Commercial,WCT,2023-07-06,2024-02-05,2024-02-05,131789892,142612161,0,10822269,0.0821175951794543
P1099,Industrial,Unknown,2022-09-07,2023-11-07,2023-11-07,66979250,77820906,0,10841656,0.161865891302157
P1100,Industrial,Unknown,2023-01-06,2023-06-26,2023-06-26,140732629,144504819,0,3772190,0.0268039475053081
P1101,Unknown,WCT,2022-08-24,2024-06-27,2024-06-27,70751634,73770330,0,3018696,0.0426660958812626
P1102,Commercial,Sunway,2024-03-25,2025-04-12,2025-04-12,38402138,38402138,0,0,0
P1104,Industrial,SP Setia,2024-06-09,2024-10-11,2024-10-11,47138172,47138172,0,0,0
P1105,Residential,IJM,2022-05-11,2023-09-24,2023-09-24,83756787,101689049,0,17932262,0.214099210849623
P1106,Commercial,IJM,2024-01-27,2025-04-24,2025-08-26,125729842,153474504,124,27744662,0.220668868732055
P1107,Commercial,WCT,2022-06-05,2022-09-10,2022-09-10,110412531,110412531,0,0,0
P1108,Infrastructure,SP Setia,2024-03-02,2024-09-07,2024-09-07,150808234,150808234,0,0,0
P1109,Industrial,WCT,2023-01-29,2024-03-20,2024-03-20,16256687,16256687,0,0,0
P1110,Industrial,UEM,2023-08-12,2025-08-01,2025-08-01,92492145,92492145,0,0,0
P1111,Commercial,Sunway,2022-06-23,2023-07-13,2023-07-13,33486222,37948320,0,4462098,0.133251759484841
P1112,Commercial,WCT,2022-01-29,2024-01-01,2024-01-01,149395704,134804642,0,-14591062,-0.0976672127064644
P1113,Industrial,Unknown,2023-08-08,2025-01-15,2025-01-15,38870837,38996372,0,125535,0.00322954198284951
P1114,Commercial,IJM,2023-05-21,2024-05-14,2024-05-14,79746711,75022669,0,-4724042,-0.0592380794237395
P1115,Infrastructure,Gamuda,2022-12-01,2023-08-08,2023-08-08,79117184,79117184,0,0,0
P1116,Residential,UEM,2023-03-20,2023-09-28,2023-09-28,56109755,56109755,0,0,0
P1117,Infrastructure,Sunway,2022-05-21,2024-04-10,2024-04-10,54823317,54823317,0,0,0
P1118,Commercial,Gamuda,2022-07-23,2023-01-19,2023-01-19,5858379,6278670,0,420291,0.0717418589681548
P1119,Infrastructure,UEM,2023-03-05,2024-02-27,2024-08-12,68006039,68006039,167,0,0
P1120,Commercial,IJM,2024-06-15,2025-07-09,2025-11-20,110283084,137838102,134,27555018,0.249857158510366
P1121,Infrastructure,IJM,2024-02-13,2025-03-03,2025-06-28,103790136,103790136,117,0,0
P1122,Infrastructure,UEM,2022-12-22,2024-05-02,2024-06-13,136311746,162632545,42,26320799,0.193092670091688
P1123,Industrial,Unknown,2024-05-21,2025-10-11,2025-10-11,92780784,92780784,0,0,0
P1124,Industrial,UEM,2022-09-24,2023-02-16,2023-05-05,80030716,80030716,78,0,0
P1125,Unknown,Gamuda,2023-08-10,2024-04-26,2024-04-26,34612622,38581180,0,3968558,0.114656381709539
P1126,Residential,UEM,2024-01-10,2024-04-30,2024-04-30,94466337,110373969,0,15907632,0.168394716098709
P1127,Infrastructure,SP Setia,2023-01-06,2024-10-05,2024-10-05,148800555,171304730,0,22504175,0.151237171124799
P1128,Unknown,Unknown,2023-02-28,2024-01-04,2024-01-04,8661698,7856246,0,-805452,-0.0929900811596063
P1129,Residential,WCT,2024-03-21,2025-10-28,2025-10-28,80991319,80991319,0,0,0
P1130,Residential,Unknown,2024-02-07,2024-09-10,2024-12-25,40216903,55710875,106,15493972,0.385260197683546
P1131,Unknown,WCT,2022-01-21,2022-05-06,2022-05-06,45761269,50605947,0,4844678,0.105868523882063
P1132,Unknown,Unknown,2024-03-14,2025-05-09,2025-05-09,11289967,11974330,0,684363,0.0606169176579524
P1133,Unknown,UEM,2023-01-21,2024-02-13,2024-02-13,64660572,70890533,0,6229961,0.0963486837079016
P1134,Unknown,Gamuda,2023-01-27,2023-05-14,2023-09-28,105056005,142654806,137,37598801,0.357892925778017
P1135,Residential,IJM,2023-02-11,2024-01-04,2024-01-04,132991720,149613889,0,16622169,0.124986495399864
P1136,Residential,Unknown,2023-07-29,2024-04-17,2024-06-19,72100559,76904306,63,4803747,0.0666256554266105
P1137,Residential,WCT,2022-09-16,2024-02-09,2024-02-09,51841944,51841944,0,0,0
P1138,Industrial,IJM,2023-12-08,2024-10-07,2025-03-09,173892091,173892091,153,0,0
P1139,Commercial,UEM,2022-04-18,2023-09-25,2023-10-24,39167130,39167130,29,0,0
P1140,Unknown,Unknown,2023-03-25,2023-10-17,2023-11-05,137925085,164475685,19,26550600,0.192500153253485
P1141,Unknown,SP Setia,2023-02-13,2023-05-23,2023-05-23,121898110,121898110,0,0,0
P1142,Unknown,WCT,2023-09-22,2025-01-04,2025-01-04,42988341,48996320,0,6007979,0.139758335870649
P1143,Infrastructure,Unknown,2023-04-29,2024-11-12,2024-11-12,41329852,47540840,0,6210988,0.150278496037198
P1144,Unknown,Unknown,2022-07-03,2023-03-03,2023-03-03,6503891,6503891,0,0,0
P1145,Infrastructure,Gamuda,2022-12-05,2023-06-09,2023-06-09,130814114,130814114,0,0,0
P1146,Residential,Sunway,2022-07-17,2023-07-23,2023-10-13,87074227,108224641,82,21150414,0.242900967699662
